a kick in the pants	0000017986-011
a kick in the stomach	0000017986-011
a kick in the teeth 	0000017986-011
a kick in the teeth	0000017986-011
akimbo	0000000709-001
a kind of 	0000018025-001
a kings ransom	0000026595-001
a labor of love	0000018180-001
a land of milk and honey	0000020531-001
alarm	0000000723-001
a late bloomer	0000003282-001
albatross	0000000735-001
a leap in the dark	0000018487-004
a leap of faith	0000018487-005
a left-handed compliment	0000018539-001
a legend in ones own lifetime	0000018564-001
a legend in ones own lifetime a living legend	0000018564-001
a license to print money	0000018719-001
a lick and a promise	0000018726-003
alight	0000000777-001	0000037042-012
A light bulb goes off 	0000018787-001
A light bulb goes off in ones head	0000018787-001
A light bulb goes on 	0000018787-001
A light bulb goes on in ones head	0000018787-001
alight on 	0000000777-001
alight upon 	0000000777-001
alike	0000029476-001	0000037287-001
A likely story	0000018817-001
A little bird told me 	0000003048-004
A little bird told me that 	0000003048-004
a little bit	0000003086-003
a little bit of 	0000003086-002
a little more	0000021048-003	0000021048-017
a little more 	0000021048-004
a little something	0000030716-012
alive	0000000784-001	0000000784-002	0000000784-003	0000007968-006	0000010069-001
alive and kicking	0000000784-001
alive and kicking 	0000000784-001
alive and well	0000000784-001
a living legend	0000018564-001
all	0000000072-001	0000000072-005	0000000075-001	0000000199-001	0000000227-002	0000000542-001	0000000559-002	0000000564-004	0000000787-001	0000000787-002	0000000787-003	0000000787-004	0000000787-005	0000000787-006	0000000787-007	0000000787-008	0000000787-009	0000000787-010	0000000787-011	0000000787-012	0000000787-013	0000000787-014	0000000787-015	0000000787-016	0000000787-017	0000000787-018	0000000787-019	0000000787-020	0000000787-021	0000000787-022	0000000787-023	0000000787-024	0000000787-025	0000000787-026	0000000787-027	0000000787-028	0000000787-029	0000000787-030	0000000837-001	0000000837-002	0000000863-004	0000000864-001	0000001198-001	0000001364-003	0000001596-001	0000001596-002	0000001818-002	0000002472-002	0000002721-001	0000002868-003	0000002868-009	0000002891-001	0000003293-003	0000003366-001	0000004193-001	0000004193-002	0000004247-004	0000004462-001	0000004548-002	0000004631-003	0000004650-010	0000004726-001	0000006621-003	0000006651-001	0000006996-002	0000007085-001	0000007134-016	0000007522-001	0000007763-001	0000007832-004	0000007934-021	0000008405-003	0000009119-002	0000009535-001	0000009570-002	0000009857-005	0000009998-001	0000010202-001	0000010202-003	0000010551-023	0000010785-001	0000011041-001	0000011047-001	0000011230-001	0000011230-002	0000011243-001	0000011380-002	0000011490-001	0000011512-022	0000011620-003	0000011997-001	0000012059-013	0000012525-005	0000012525-006	0000012728-002	0000013571-026	0000013796-087	0000013905-023	0000014192-001	0000014273-001	0000014452-006	0000014700-006	0000014864-002	0000014981-028	0000015534-001	0000015686-002	0000015686-011	0000016873-001	0000017082-001	0000017614-001	0000017754-006	0000017837-001	0000017967-001	0000018121-006	0000018344-007	0000018393-001	0000018504-002	0000018630-003	0000018816-001	0000019109-001	0000019775-001	0000020102-002	0000020495-001	0000020575-002	0000020855-001	0000021048-018	0000021107-004	0000021116-002	0000021199-001	0000021459-009	0000022116-003	0000022345-003	0000022388-002	0000022406-001	0000022464-001	0000022567-004	0000022567-010	0000022573-003	0000022573-005	0000022573-011	0000022593-001	0000022593-002	0000023011-001	0000023028-001	0000023028-003	0000023028-004	0000023028-008	0000023187-001	0000023187-005	0000023944-002	0000024385-001	0000024385-002	0000024385-004	0000024566-001	0000024817-001	0000025245-001	0000025429-001	0000025640-001	0000025825-004	0000026324-002	0000026497-001	0000026793-001	0000026793-002	0000026872-001	0000027484-006	0000027507-001	0000027769-001	0000027769-009	0000028030-001	0000028077-001	0000028077-002	0000028233-005	0000028449-001	0000028621-021	0000028621-039	0000029071-011	0000029333-001	0000029709-001	0000029816-003	0000029816-010	0000029870-003	0000029968-001	0000030114-001	0000030390-002	0000030775-002	0000031739-012	0000032128-001	0000032242-001	0000032498-001	0000032903-001	0000033039-001	0000033220-001	0000033220-002	0000033325-010	0000033356-003	0000033451-002	0000033541-004	0000033541-005	0000033541-008	0000033541-038	0000033541-055	0000033766-001	0000033783-011	0000034778-001	0000035282-009	0000036148-001	0000036153-009	0000036278-002	0000036278-018	0000036278-029	0000036313-002	0000036399-021	0000036399-022	0000036399-024	0000036498-001	0000036582-001	0000036782-004	0000036890-003	0000037004-026	0000037042-001	0000037042-005	0000037042-006	0000037042-007	0000037078-001	0000037080-002	0000037134-001	0000037134-002	0000037134-003	0000037230-007
All	0000000058-001	0000002868-006	0000014648-001	0000019199-001	0000019232-010	0000032625-001
All aboard	0000000058-001
all alone	0000000863-004
all along	0000000864-001
all and sundry	0000032242-001
all around 	0000000787-015	0000001596-001
all around	0000000787-015	0000001596-002
all at once	0000022567-010
all but	0000000787-016
all but 	0000000787-004
all by oneself	0000022593-001
all by ones lonesome	0000019109-001
all ever does is 	0000011047-001
all ever do is 	0000011047-001
all expenses paid	0000011243-001
alley	0000000811-001
all grist for s mill	0000014273-001
all grist for the mill	0000014273-001
all grist to s mill	0000014273-001
all grist to the mill	0000014273-001
All hands on deck 	0000014648-001
All hands on deck	0000014648-001
All hands to the pump	0000014648-001
All hands to the pumps	0000014648-001
all in	0000000787-017
all in a days work	0000037004-026
all in all	0000000787-005
all in good time	0000033541-004
all in one	0000022573-005
all in one piece	0000024385-001
all in the days work	0000037004-026
All is not lost	0000019199-001
all is not well	0000036399-021
all is well 	0000036399-021
all is well	0000036399-021
all joking apart	0000017754-006
all joking aside	0000017754-006
All my love	0000019232-010
all of 	0000000787-006
all of a piece	0000024385-002
all of a sudden	0000032128-001
all one can	0000004462-001
all on ones lonesome	0000019109-001
all on ones own	0000023187-001
all or nothing	0000000787-007
all other things being equal	0000010785-001
all out	0000000787-018
all over	0000000787-019	0000023028-003
all over 	0000000787-020	0000023028-001
all over again	0000000559-002	0000023028-004
all over the map	0000019775-001
all over the place	0000024566-001
Allow	0000000830-001
allow	0000000830-002	0000000830-003	0000000830-004
allowance	0000000832-001
allowances	0000000832-001
allow for 	0000000830-002
allow in	0000000830-003
allow in 	0000000830-003
Allow me 	0000000830-001
Allow me	0000000830-001
Allow me to do	0000000830-001
allow of 	0000000830-004
allow out	0000000830-003
all present and accounted for 	0000025429-001
all present and accounted for	0000025429-001
all present and correct	0000025429-001
all right	0000000787-021	0000027769-001	0000027769-009
all round	0000028077-002
all round 	0000028077-001
all sorts of 	0000030775-002
all sorts of of all sorts	0000030775-002
All systems are go	0000032625-001
All systems go	0000032625-001
all that	0000033220-001
All the best	0000002868-006
all the better	0000002891-001
all the less	0000018630-003
all the more	0000021048-018
all the more because 	0000021048-018
all the more if 	0000021048-018
all the more reason	0000026793-001
all the same	0000028449-001
all the time	0000033541-005
all the way	0000036278-002
all the while	0000036582-001
all the 比較級	0000000787-022
all things being equal	0000010785-001
all things considered	0000006651-001
all this while	0000036582-001
all together	0000000787-008
all told	0000000787-023	0000033039-001
all too 	0000033766-001
all to oneself	0000022593-002
all too often	0000022464-001
all well and good	0000036399-022
all wet	0000036498-001
ally	0000000853-001
all year round	0000037230-007
ally oneself to 	0000000853-001
ally oneself with 	0000000853-001
almighty	0000013822-002
almost	0000021749-001
almost never	0000021749-001
a loaded question	0000019010-001
a load of 	0000019009-004
alone	0000000863-001	0000000863-002	0000000863-003	0000000863-004	0000018509-001	0000018509-007	0000018642-001	0000018642-002	0000022116-005
along	0000000864-001	0000000864-002	0000003858-003	0000006188-015	0000009628-002	0000013571-017	0000013571-018	0000013796-020	0000013796-021	0000015864-001	0000017333-001	0000017732-001	0000018863-002	0000018863-003	0000021211-004	0000021254-001	0000023619-002	0000023619-003	0000024650-002	0000024840-001	0000026174-007	0000027750-008	0000027873-001	0000028133-003	0000028203-006	0000028822-001	0000029976-001	0000031880-004	0000031880-005	0000031921-001	0000032486-003	0000032686-001	0000032714-009	0000036278-003
along the line	0000018863-002
along the lines of 	0000018863-003
 along the road	0000027873-001
along the road	0000027873-001
along the way	0000036278-003
a long way to go	0000036278-001
along with 	0000000864-002
aloof	0000000866-001
a lot of 	0000019203-001
a lot of 略式 lots of 	0000019203-001
aloud	0000033328-007
alpha	0000000869-001
already	0000010648-004
also	0000020296-001	0000022116-005	0000022616-003
a lump in ones throat	0000019354-001
always	0000000910-001
Am	0000027769-002
am	0000006443-001	0000018121-008
a maid of honor	0000019558-001
a man of the people	0000023944-001
a margin of error	0000019801-001
a marriage of convenience	0000019859-001
a master of ceremonies	0000019938-001
a matron of honor	0000020003-001
a matter of 	0000020009-001
a matter of course	0000007199-001
a matter of life and death	0000018743-001
a matter of life or death	0000018743-001
a matter of record	0000026894-001
amazement	0000000927-001
a means to an end	0000020102-001
a meeting of minds	0000020183-001
a meeting of the minds	0000020183-001
Amen	0000000954-001
amends	0000000958-001
Amen to that	0000000954-001
American	0000001384-001	0000016534-001
 American as apple pie	0000001384-001
American as apple pie	0000001384-001
a mess of 	0000020321-001
a mile a minute	0000020512-001
a millstone around s neck	0000020558-001
a millstone round s neck	0000020558-001
Am I right	0000027769-002
a miscarriage of justice	0000020669-001
amiss	0000000986-001	0000000986-002
a mode of address	0000000330-001
amok	0000000998-001
among	0000000999-001	0000004814-007	0000012059-003
among others	0000000999-001
among others 	0000000999-001
among other things	0000000999-001
a monkey on ones back	0000020945-001
a month ago today	0000020999-001
a month from today	0000020999-002
a month of Sundays	0000020999-003
amount	0000001004-001	0000001004-002
amuse	0000001029-001
amused	0000001030-001	0000001030-002
amusement	0000001031-001
amuse oneself	0000001029-001
an	0000000170-001	0000000227-001	0000000227-003	0000000280-002	0000000735-001	0000001102-001	0000001109-001	0000001364-002	0000001562-004	0000001617-001	0000001638-001	0000001725-001	0000002083-001	0000002520-002	0000003220-003	0000005936-002	0000009998-009	0000009998-012	0000010202-002	0000010244-002	0000010403-001	0000010551-002	0000010551-003	0000010551-004	0000010551-005	0000010551-018	0000010785-002	0000010845-002	0000011097-004	0000011113-002	0000011185-001	0000011323-005	0000011380-001	0000011380-006	0000011380-015	0000011380-016	0000011380-020	0000011380-023	0000011380-024	0000011380-032	0000011380-040	0000011383-003	0000011389-001	0000011503-001	0000016022-005	0000016022-008	0000016022-011	0000016064-005	0000016329-001	0000016407-003	0000016407-005	0000016407-006	0000016407-007	0000016842-001	0000016983-001	0000016983-002	0000017358-001	0000017395-001	0000017395-003	0000017486-004	0000017501-001	0000017933-001	0000020102-001	0000020575-018	0000021854-006	0000021925-004	0000022535-001	0000022910-001	0000023025-001	0000023301-002	0000028778-003	0000029358-001	0000031717-004	0000033541-034	0000034475-001	0000034928-001
an accident waiting to happen	0000000170-001
an ace in the hole	0000000227-001
an ace in the hole 米 an ace up ones sleeve	0000000227-001
an ace up ones sleeve	0000000227-001
an act of faith	0000011503-001
an act of God	0000000280-002
a nail in s coffin	0000021444-001
an albatross	0000000735-001
an albatross 	0000000735-001
an albatross around ones neck	0000000735-001
analysis	0000001055-001
an article of faith	0000001638-001
anchored	0000001071-001
ancient	0000015356-001
and	0000000039-001	0000000075-003	0000000232-001	0000000559-001	0000000559-004	0000000559-007	0000000784-001	0000000787-001	0000000787-009	0000000869-001	0000001081-001	0000001081-002	0000001102-001	0000001197-001	0000001303-001	0000001562-004	0000001625-001	0000001731-001	0000002130-001	0000002130-003	0000002186-001	0000002186-003	0000002216-002	0000002271-007	0000002659-001	0000002725-001	0000002897-001	0000003048-011	0000003086-005	0000003110-001	0000003110-004	0000003251-002	0000003293-001	0000003394-001	0000003394-003	0000003564-002	0000003618-001	0000003635-001	0000003752-001	0000003801-001	0000003818-001	0000003846-002	0000003996-001	0000004193-001	0000004262-003	0000004724-001	0000004814-006	0000005084-001	0000005137-002	0000005204-001	0000005305-002	0000005409-001	0000005413-001	0000005993-001	0000006188-003	0000006188-004	0000006211-001	0000006311-004	0000007134-001	0000007314-001	0000007724-018	0000007839-001	0000007934-010	0000007934-012	0000007934-014	0000007934-025	0000007934-032	0000007968-004	0000008325-001	0000008616-003	0000009247-001	0000009285-001	0000009429-001	0000009477-003	0000009559-005	0000009559-006	0000009559-007	0000009628-001	0000009718-001	0000009809-002	0000009847-001	0000009988-001	0000009998-008	0000010082-002	0000010261-001	0000011047-013	0000011052-002	0000011052-007	0000011057-001	0000011449-005	0000011483-006	0000011488-001	0000011585-005	0000011585-006	0000011823-001	0000011841-003	0000011906-001	0000011906-003	0000012013-006	0000012059-011	0000012059-012	0000012117-001	0000012251-001	0000012333-001	0000012513-001	0000012584-001	0000012609-001	0000012609-002	0000012620-001	0000012670-001	0000012670-002	0000012828-005	0000012967-001	0000013024-001	0000013081-003	0000013173-001	0000013571-062	0000013666-002	0000013796-008	0000013796-061	0000013905-005	0000013905-006	0000013905-023	0000014263-001	0000014581-001	0000014582-002	0000014582-004	0000014582-011	0000014632-001	0000014640-002	0000014648-014	0000014648-037	0000014854-003	0000014909-002	0000014909-044	0000014981-006	0000014981-014	0000014995-001	0000015016-006	0000015092-001	0000015136-001	0000015136-002	0000015136-005	0000015136-015	0000015224-001	0000015224-002	0000015224-004	0000015367-001	0000015458-007	0000015566-005	0000015581-001	0000015767-001	0000015781-001	0000015833-004	0000015833-006	0000015868-001	0000015879-002	0000016064-003	0000016065-001	0000016083-002	0000016336-001	0000016336-006	0000017082-001	0000017614-001	0000017837-004	0000018220-001	0000018317-002	0000018487-006	0000018603-004	0000018630-001	0000018630-005	0000018630-006	0000018630-018	0000018726-003	0000018743-001	0000018743-009	0000018812-004	0000018863-001	0000018976-001	0000019008-001	0000019047-008	0000019047-009	0000019111-011	0000019150-007	0000019182-002	0000019211-001	0000019232-003	0000019232-004	0000019232-013	0000019246-001	0000019676-006	0000020117-001	0000020531-001	0000020755-001	0000020784-001	0000021048-005	0000021048-006	0000021048-011	0000021048-012	0000021048-021	0000021049-001	0000021057-003	0000021214-001	0000021608-001	0000021608-004	0000021608-008	0000021630-006	0000021831-002	0000021854-009	0000021903-003	0000022043-001	0000022161-002	0000022198-001	0000022228-003	0000022408-001	0000022563-002	0000022563-006	0000022563-007	0000022567-004	0000022567-012	0000022573-003	0000022573-009	0000022573-014	0000022616-007	0000022633-002	0000022897-010	0000022899-001	0000022917-003	0000023028-002	0000023028-005	0000023028-009	0000023212-001	0000023508-001	0000023785-001	0000024349-001	0000024450-001	0000024450-002	0000024964-001	0000025429-001	0000025532-001	0000025634-001	0000026048-001	0000026134-001	0000026136-001	0000026431-001	0000026518-003	0000027437-001	0000027507-001	0000027507-002	0000027769-021	0000027770-001	0000027770-002	0000027784-001	0000027842-002	0000027908-002	0000028004-001	0000028016-002	0000028291-001	0000028308-002	0000028321-002	0000028621-039	0000028828-003	0000029476-001	0000029664-004	0000029808-001	0000029870-003	0000030031-007	0000030031-016	0000030047-001	0000030047-002	0000030114-001	0000030540-001	0000030540-024	0000030708-003	0000030727-001	0000031094-003	0000031384-011	0000031384-021	0000031789-010	0000031952-001	0000032119-001	0000032119-009	0000032119-011	0000032242-001	0000032362-001	0000032472-001	0000032498-001	0000032805-001	0000032903-002	0000033220-002	0000033220-003	0000033253-001	0000033253-004	0000033272-003	0000033307-002	0000033307-004	0000033325-001	0000033325-011	0000033356-001	0000033433-001	0000033451-002	0000033541-066	0000033667-001	0000033844-001	0000034165-002	0000034326-001	0000034403-005	0000034479-002	0000034487-006	0000034487-007	0000035282-002	0000035282-006	0000035282-010	0000035282-011	0000035282-012	0000035282-014	0000035282-015	0000035282-016	0000036033-004	0000036033-012	0000036148-001	0000036271-001	0000036278-081	0000036303-008	0000036351-001	0000036399-018	0000036399-022	0000036515-001	0000036515-019	0000036533-006	0000036828-002	0000036832-004	0000036988-001	0000037042-014	0000037254-001	0000037257-001	0000037287-001
